function_id,language,test_source,model,system_fingerprint,test_path,gen_status,prompt_chars,in_tokens,out_tokens,cost_usd,timestamp
JA-021,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_24eb35b653,generated_tests\gpt4o_v2\java\DateTimeComparator_JA_021Test.java,ok,1772,379,250,0.000207,2026-07-20T22:12:57.086737
JA-022,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_330ce8a4ae,generated_tests\gpt4o_v2\java\DefaultParser_JA_022Test.java,ok,2010,416,481,0.000351,2026-07-20T22:13:04.364490
JA-023,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_3b001bf879,generated_tests\gpt4o_v2\java\CollectionUtils_JA_023Test.java,ok,2575,538,814,0.000569,2026-07-20T22:13:14.106629
JA-024,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b29d6a4e3f,generated_tests\gpt4o_v2\java\Lexer_JA_024Test.java,ok,2226,462,449,0.000339,2026-07-20T22:13:19.619540
JA-025,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_40378b3f14,generated_tests\gpt4o_v2\java\AccurateMath_JA_025Test.java,ok,3006,785,487,0.000410,2026-07-20T22:13:27.712280
JA-026,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_330ce8a4ae,generated_tests\gpt4o_v2\java\Gson_JA_026Test.java,ok,2146,472,551,0.000401,2026-07-20T22:13:35.619616
JA-027,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_f3274cb9b4,generated_tests\gpt4o_v2\java\JFreeChart_JA_027Test.java,ok,2648,555,883,0.000613,2026-07-20T22:13:47.727594
JA-028,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_1aec1bbdb8,generated_tests\gpt4o_v2\java\RequestDispatch_JA_028Test.java,ok,2118,428,513,0.000372,2026-07-20T22:13:55.382668
JA-029,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_912c2cd0e0,generated_tests\gpt4o_v2\java\DateTimeComparator_JA_029Test.java,ok,1687,348,574,0.000397,2026-07-20T22:14:04.730098
JA-030,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_844ddd95ff,generated_tests\gpt4o_v2\java\DefaultParser_JA_030Test.java,ok,1897,423,459,0.000339,2026-07-20T22:14:09.903824
JA-031,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_93ced21422,generated_tests\gpt4o_v2\java\DateTimeZone_JA_031Test.java,ok,1928,396,401,0.000300,2026-07-20T22:14:16.917487
JA-032,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2247163164,generated_tests\gpt4o_v2\java\DefaultParser_JA_032Test.java,ok,1887,420,411,0.000310,2026-07-20T22:14:22.345218
JA-033,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_93ced21422,generated_tests\gpt4o_v2\java\ArrayUtils_JA_033Test.java,ok,1930,416,464,0.000341,2026-07-20T22:14:30.024813
JA-034,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_40378b3f14,generated_tests\gpt4o_v2\java\CSVFormat_JA_034Test.java,ok,1716,375,403,0.000298,2026-07-20T22:14:35.413553
JA-035,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests\gpt4o_v2\java\AccurateMath_JA_035Test.java,ok,4397,1184,482,0.000467,2026-07-20T22:14:43.289614
JA-036,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2e211216bb,generated_tests\gpt4o_v2\java\UtcDateTypeAdapter_JA_036Test.java,ok,2100,491,454,0.000346,2026-07-20T22:14:49.413053
JA-037,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b29d6a4e3f,generated_tests\gpt4o_v2\java\JFreeChart_JA_037Test.java,ok,4322,900,1129,0.000812,2026-07-20T22:15:06.552036
JA-038,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_3b001bf879,generated_tests\gpt4o_v2\java\Attributes_JA_038Test.java,ok,1700,373,663,0.000454,2026-07-20T22:15:14.107361
JA-039,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_349838c1f9,generated_tests\gpt4o_v2\java\Period_JA_039Test.java,ok,2358,500,617,0.000445,2026-07-20T22:15:23.608184
JA-040,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_912c2cd0e0,generated_tests\gpt4o_v2\java\HelpFormatter_JA_040Test.java,ok,2567,553,556,0.000417,2026-07-20T22:15:32.379858
JA-041,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_349838c1f9,generated_tests\gpt4o_v2\java\DateTimeZone_JA_041Test.java,ok,2887,551,468,0.000363,2026-07-20T22:15:39.560051
JA-041,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_349838c1f9,generated_tests\gpt4o_v2\java\DateTimeZone_JA_041Test.java,ok,2887,551,468,0.000363,2026-07-20T22:15:43.183892
JA-042,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_f48f1594a2,generated_tests\gpt4o_v2\java\DefaultParser_JA_042Test.java,ok,1905,396,512,0.000367,2026-07-20T22:15:47.029779
JA-042,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_f48f1594a2,generated_tests\gpt4o_v2\java\DefaultParser_JA_042Test.java,ok,1905,396,525,0.000374,2026-07-20T22:15:50.434133
JA-043,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests\gpt4o_v2\java\CollectionUtils_JA_043Test.java,ok,2584,527,623,0.000453,2026-07-20T22:15:55.004588
JA-043,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests\gpt4o_v2\java\CollectionUtils_JA_043Test.java,ok,2584,527,657,0.000473,2026-07-20T22:15:58.542210
JA-044,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_30570f0196,generated_tests\gpt4o_v2\java\CSVPrinter_JA_044Test.java,ok,2444,473,483,0.000361,2026-07-20T22:16:02.546161
JA-044,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_30570f0196,generated_tests\gpt4o_v2\java\CSVPrinter_JA_044Test.java,ok,2444,473,454,0.000343,2026-07-20T22:16:05.022572
JA-045,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_8c62eb5aea,generated_tests\gpt4o_v2\java\AccurateMath_JA_045Test.java,ok,5308,1557,573,0.000577,2026-07-20T22:16:10.850293
JA-045,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_8c62eb5aea,generated_tests\gpt4o_v2\java\AccurateMath_JA_045Test.java,ok,5308,1557,573,0.000577,2026-07-20T22:16:12.340299
JA-046,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_30570f0196,generated_tests\gpt4o_v2\java\Gson_JA_046Test.java,ok,3169,690,350,0.000313,2026-07-20T22:16:17.484022
JA-046,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_30570f0196,generated_tests\gpt4o_v2\java\Gson_JA_046Test.java,ok,3169,690,350,0.000313,2026-07-20T22:16:19.259927
JA-047,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_844ddd95ff,generated_tests\gpt4o_v2\java\CategoryLineAnnotation_JA_047Test.java,ok,2075,422,747,0.000512,2026-07-20T22:16:27.490353
JA-047,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_844ddd95ff,generated_tests\gpt4o_v2\java\CategoryLineAnnotation_JA_047Test.java,ok,2075,422,839,0.000567,2026-07-20T22:16:30.335034
JA-048,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_77069cb563,generated_tests\gpt4o_v2\java\FormattingVisitor_JA_048Test.java,ok,2728,563,537,0.000407,2026-07-20T22:16:34.311856
JA-048,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_77069cb563,generated_tests\gpt4o_v2\java\FormattingVisitor_JA_048Test.java,ok,2728,563,366,0.000304,2026-07-20T22:16:34.810238
JA-049,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2247163164,generated_tests\gpt4o_v2\java\DateTimeZone_JA_049Test.java,ok,3041,608,519,0.000403,2026-07-20T22:16:40.526556
JA-049,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2247163164,generated_tests\gpt4o_v2\java\DateTimeZone_JA_049Test.java,ok,3041,608,622,0.000464,2026-07-20T22:16:42.197019
JA-050,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_ee57c47580,generated_tests\gpt4o_v2\java\HelpFormatter_JA_050Test.java,ok,2157,456,525,0.000383,2026-07-20T22:16:48.529410
JA-050,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_ee57c47580,generated_tests\gpt4o_v2\java\HelpFormatter_JA_050Test.java,ok,2157,456,524,0.000383,2026-07-20T22:16:49.245068
JA-051,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2247163164,generated_tests\gpt4o_v2\java\DateTimeZone_JA_051Test.java,ok,3367,673,479,0.000388,2026-07-20T22:16:54.228528
JA-051,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2247163164,generated_tests\gpt4o_v2\java\DateTimeZone_JA_051Test.java,ok,3367,673,491,0.000396,2026-07-20T22:16:55.875177
JA-052,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2247163164,generated_tests\gpt4o_v2\java\PatternOptionBuilder_JA_052Test.java,ok,1793,368,391,0.000290,2026-07-20T22:16:58.846155
JA-052,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2247163164,generated_tests\gpt4o_v2\java\PatternOptionBuilder_JA_052Test.java,ok,1793,368,392,0.000290,2026-07-20T22:17:00.670230
JA-053,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests\gpt4o_v2\java\CollectionUtils_JA_053Test.java,ok,2396,480,486,0.000364,2026-07-20T22:17:06.623658
JA-053,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests\gpt4o_v2\java\CollectionUtils_JA_053Test.java,ok,2396,480,495,0.000369,2026-07-20T22:17:10.406292
JA-054,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\java\ExtendedBufferedReader_JA_054Test.java,ok,1536,326,667,0.000449,2026-07-20T22:17:17.089853
JA-054,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\java\ExtendedBufferedReader_JA_054Test.java,ok,1536,326,710,0.000475,2026-07-20T22:17:20.773352
JA-055,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_6cc92eaef9,generated_tests\gpt4o_v2\java\AccurateMath_JA_055Test.java,ok,4578,1192,484,0.000469,2026-07-20T22:17:24.203864
JA-055,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_6cc92eaef9,generated_tests\gpt4o_v2\java\AccurateMath_JA_055Test.java,ok,4578,1192,565,0.000518,2026-07-20T22:17:28.866212
JA-056,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_ee57c47580,generated_tests\gpt4o_v2\java\Gson_JA_056Test.java,ok,3112,690,562,0.000441,2026-07-20T22:17:32.709055
JA-056,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_ee57c47580,generated_tests\gpt4o_v2\java\Gson_JA_056Test.java,ok,3112,690,576,0.000449,2026-07-20T22:17:36.713704
JA-057,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_73ac716e3e,generated_tests\gpt4o_v2\java\StandardChartTheme_JA_057Test.java,ok,2555,529,655,0.000472,2026-07-20T22:17:42.559132
JA-057,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_73ac716e3e,generated_tests\gpt4o_v2\java\StandardChartTheme_JA_057Test.java,ok,2555,529,693,0.000495,2026-07-20T22:17:47.876804
JA-058,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2e211216bb,generated_tests\gpt4o_v2\java\Response_JA_058Test.java,ok,4019,751,848,0.000621,2026-07-20T22:17:55.970117
JA-058,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2e211216bb,generated_tests\gpt4o_v2\java\Response_JA_058Test.java,ok,4019,751,825,0.000608,2026-07-20T22:18:01.009142
JA-059,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_8c62eb5aea,generated_tests\gpt4o_v2\java\Interval_JA_059Test.java,ok,2909,623,636,0.000475,2026-07-20T22:18:05.433343
JA-059,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_8c62eb5aea,generated_tests\gpt4o_v2\java\Interval_JA_059Test.java,ok,2909,623,666,0.000493,2026-07-20T22:18:10.117752
JA-060,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_f48f1594a2,generated_tests\gpt4o_v2\java\PatternOptionBuilder_JA_060Test.java,ok,1419,316,486,0.000339,2026-07-20T22:18:13.003531
PY-003,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_13015c0152,generated_tests\gpt4o_v2\python\test_py_003.py,ok,2254,476,361,0.000288,2026-07-20T22:18:18.782825
JA-060,java,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_f48f1594a2,generated_tests\gpt4o_v2\java\PatternOptionBuilder_JA_060Test.java,ok,1419,316,578,0.000394,2026-07-20T22:18:20.269125
PY-004,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_004.py,ok,1916,430,327,0.000261,2026-07-20T22:18:24.455708
PY-003,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_13015c0152,generated_tests\gpt4o_v2\python\test_py_003.py,ok,2254,476,368,0.000292,2026-07-20T22:18:25.683931
PY-005,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_330ce8a4ae,generated_tests\gpt4o_v2\python\test_py_005.py,ok,1762,386,328,0.000255,2026-07-20T22:18:32.251750
PY-004,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_004.py,ok,1916,430,356,0.000278,2026-07-20T22:18:33.123264
PY-006,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_5532169983,generated_tests\gpt4o_v2\python\test_py_006.py,ok,2529,565,325,0.000280,2026-07-20T22:18:39.294279
PY-005,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_330ce8a4ae,generated_tests\gpt4o_v2\python\test_py_005.py,ok,1762,386,328,0.000255,2026-07-20T22:18:39.523968
PY-007,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_854585a3aa,generated_tests\gpt4o_v2\python\test_py_007.py,ok,2250,497,373,0.000298,2026-07-20T22:18:45.514584
PY-006,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_5532169983,generated_tests\gpt4o_v2\python\test_py_006.py,ok,2529,565,349,0.000294,2026-07-20T22:18:47.569966
PY-008,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_3b001bf879,generated_tests\gpt4o_v2\python\test_py_008.py,ok,1790,396,360,0.000275,2026-07-20T22:18:49.454676
PY-007,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_854585a3aa,generated_tests\gpt4o_v2\python\test_py_007.py,ok,2250,497,382,0.000304,2026-07-20T22:18:53.549736
PY-008,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_3b001bf879,generated_tests\gpt4o_v2\python\test_py_008.py,ok,1790,396,373,0.000283,2026-07-20T22:18:59.417386
PY-009,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_912c2cd0e0,generated_tests\gpt4o_v2\python\test_py_009.py,ok,2708,601,1048,0.000719,2026-07-20T22:19:05.036599
PY-009,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_912c2cd0e0,generated_tests\gpt4o_v2\python\test_py_009.py,ok,2708,601,848,0.000599,2026-07-20T22:19:10.820405
PY-010,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_e9323266c1,generated_tests\gpt4o_v2\python\test_py_010.py,ok,2587,558,385,0.000315,2026-07-20T22:19:11.130379
PY-010,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_e9323266c1,generated_tests\gpt4o_v2\python\test_py_010.py,ok,2587,558,386,0.000315,2026-07-20T22:19:15.850229
PY-011,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_349838c1f9,generated_tests\gpt4o_v2\python\test_py_011.py,ok,3338,734,301,0.000291,2026-07-20T22:19:16.203389
PY-011,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_349838c1f9,generated_tests\gpt4o_v2\python\test_py_011.py,ok,3338,734,326,0.000306,2026-07-20T22:19:22.132182
PY-012,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_24eb35b653,generated_tests\gpt4o_v2\python\test_py_012.py,ok,2402,504,425,0.000331,2026-07-20T22:19:22.440290
PY-013,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_1aec1bbdb8,generated_tests\gpt4o_v2\python\test_py_013.py,ok,1757,392,371,0.000281,2026-07-20T22:19:27.321546
PY-012,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_24eb35b653,generated_tests\gpt4o_v2\python\test_py_012.py,ok,2402,504,406,0.000319,2026-07-20T22:19:28.732096
PY-014,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_f48f1594a2,generated_tests\gpt4o_v2\python\test_py_014.py,ok,2266,474,313,0.000259,2026-07-20T22:19:32.530515
PY-013,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_1aec1bbdb8,generated_tests\gpt4o_v2\python\test_py_013.py,ok,1757,392,507,0.000363,2026-07-20T22:19:37.242835
PY-015,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_854585a3aa,generated_tests\gpt4o_v2\python\test_py_015.py,ok,2806,618,513,0.000400,2026-07-20T22:19:39.989871
PY-014,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_f48f1594a2,generated_tests\gpt4o_v2\python\test_py_014.py,ok,2266,474,383,0.000301,2026-07-20T22:19:43.104702
PY-016,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_703a50e6ae,generated_tests\gpt4o_v2\python\test_py_016.py,ok,1425,318,315,0.000237,2026-07-20T22:19:44.620052
PY-015,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_854585a3aa,generated_tests\gpt4o_v2\python\test_py_015.py,ok,2806,618,495,0.000390,2026-07-20T22:19:51.181871
PY-017,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_703a50e6ae,generated_tests\gpt4o_v2\python\test_py_017.py,ok,2464,551,523,0.000396,2026-07-20T22:19:53.061997
PY-016,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_703a50e6ae,generated_tests\gpt4o_v2\python\test_py_016.py,ok,1425,318,306,0.000231,2026-07-20T22:19:55.394581
PY-018,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_07be26b212,generated_tests\gpt4o_v2\python\test_py_018.py,ok,2668,568,669,0.000487,2026-07-20T22:20:01.282825
PY-017,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_703a50e6ae,generated_tests\gpt4o_v2\python\test_py_017.py,ok,2464,551,482,0.000372,2026-07-20T22:20:02.352196
PY-019,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_6cc92eaef9,generated_tests\gpt4o_v2\python\test_py_019.py,ok,2314,512,397,0.000315,2026-07-20T22:20:07.744067
PY-020,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_db286bd4bf,generated_tests\gpt4o_v2\python\test_py_020.py,ok,2770,605,342,0.000296,2026-07-20T22:20:12.157951
PY-018,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_07be26b212,generated_tests\gpt4o_v2\python\test_py_018.py,ok,2668,568,775,0.000550,2026-07-20T22:20:15.819741
PY-021,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_021.py,ok,3391,725,391,0.000343,2026-07-20T22:20:18.800267
PY-019,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_6cc92eaef9,generated_tests\gpt4o_v2\python\test_py_019.py,ok,2314,512,443,0.000343,2026-07-20T22:20:21.425000
PY-020,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_db286bd4bf,generated_tests\gpt4o_v2\python\test_py_020.py,ok,2770,605,367,0.000311,2026-07-20T22:20:26.000097
PY-022,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_854585a3aa,generated_tests\gpt4o_v2\python\test_py_022.py,ok,2396,525,486,0.000370,2026-07-20T22:20:26.798555
PY-021,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_021.py,ok,3391,725,397,0.000347,2026-07-20T22:20:32.612224
PY-023,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_73ac716e3e,generated_tests\gpt4o_v2\python\test_py_023.py,ok,3248,709,486,0.000398,2026-07-20T22:20:33.740351
PY-024,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_912c2cd0e0,generated_tests\gpt4o_v2\python\test_py_024.py,ok,3125,699,261,0.000261,2026-07-20T22:20:38.333946
PY-022,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_854585a3aa,generated_tests\gpt4o_v2\python\test_py_022.py,ok,2396,525,402,0.000320,2026-07-20T22:20:38.670098
PY-025,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_73ac716e3e,generated_tests\gpt4o_v2\python\test_py_025.py,ok,1676,365,292,0.000230,2026-07-20T22:20:42.649844
PY-023,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_73ac716e3e,generated_tests\gpt4o_v2\python\test_py_023.py,ok,3248,709,511,0.000413,2026-07-20T22:20:45.894483
PY-026,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b29d6a4e3f,generated_tests\gpt4o_v2\python\test_py_026.py,ok,2179,473,409,0.000316,2026-07-20T22:20:49.245077
PY-027,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b29d6a4e3f,generated_tests\gpt4o_v2\python\test_py_027.py,ok,2819,606,312,0.000278,2026-07-20T22:20:53.814829
PY-024,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_912c2cd0e0,generated_tests\gpt4o_v2\python\test_py_024.py,ok,3125,699,433,0.000365,2026-07-20T22:20:53.830163
PY-025,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_73ac716e3e,generated_tests\gpt4o_v2\python\test_py_025.py,ok,1676,365,313,0.000243,2026-07-20T22:20:59.379850
PY-028,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_30570f0196,generated_tests\gpt4o_v2\python\test_py_028.py,ok,1772,383,374,0.000282,2026-07-20T22:20:59.870287
PY-026,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b29d6a4e3f,generated_tests\gpt4o_v2\python\test_py_026.py,ok,2179,473,450,0.000341,2026-07-20T22:21:05.629800
