function_id,language,test_source,model,system_fingerprint,test_path,gen_status,timestamp
JA-012,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_012_Regression0.java,ok,2026-07-04T02:05:44.890975
JA-012,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-012_Test.java,ok,2026-07-04T02:07:11.621675
JA-013,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_013_Regression0.java,ok,2026-07-04T02:08:19.715138
JA-013,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-013_Test.java,ok,2026-07-04T02:09:35.125544
JA-014,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_014_Regression0.java,failed,2026-07-04T02:09:35.437420
JA-014,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-014_Test.java,failed,2026-07-04T02:09:41.815102
JA-015,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_015_Regression0.java,ok,2026-07-04T02:10:45.879333
JA-015,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-015_Test.java,ok,2026-07-04T02:14:02.281074
JA-016,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_016_Regression0.java,ok,2026-07-04T02:15:09.259398
JA-016,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-016_Test.java,failed,2026-07-04T02:16:21.109064
JA-017,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_017_Regression0.java,ok,2026-07-04T02:20:18.502236
JA-017,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-017_Test.java,ok,2026-07-04T02:21:28.250528
JA-018,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_018_Regression0.java,ok,2026-07-04T02:22:29.659345
JA-018,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-018_Test.java,ok,2026-07-04T02:24:24.496776
JA-019,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_019_Regression0.java,failed,2026-07-04T02:24:24.821022
JA-019,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-019_Test.java,failed,2026-07-04T02:24:25.166974
JA-020,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_020_Regression0.java,ok,2026-07-04T02:25:40.210758
JA-020,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-020_Test.java,failed,2026-07-04T07:58:59.681113
JA-021,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_021_Regression0.java,failed,2026-07-04T07:59:00.191610
JA-021,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-021_Test.java,failed,2026-07-04T07:59:00.649427
JA-022,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_022_Regression0.java,ok,2026-07-04T08:00:07.797460
JA-022,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-022_Test.java,ok,2026-07-04T08:01:28.944381
JA-023,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_023_Regression0.java,ok,2026-07-04T08:02:35.738466
JA-023,java,evosuite,baseline_tool,,generated_tests/evosuite/java/JA-023_Test.java,ok,2026-07-04T08:04:40.848244
JA-024,java,randoop,baseline_tool,,generated_tests/randoop/java/JA_024_Regression0.java,failed,2026-07-04T08:04:41.151445
